cm_end,bit_score,rfam_acc,evalue_score,cm_start,pdb_id,chain,pdb_end,pdb_start,id,description
71,48.50,RF00005,2e-10,1,6ysi,6,74,1,tRNA,tRNA
71,63.30,RF00005,1.5e-14,1,6zvi,d,73,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pia,8,73,1,tRNA,tRNA
71,62.10,RF00005,3.3e-14,1,7rr5,P,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,1vy4,CY,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,3j9z,S6,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4uje,AV,73,1,tRNA,tRNA
71,62.80,RF00005,2e-14,1,4v4z,AC,73,1,tRNA,tRNA
71,62.60,RF00005,2.2e-14,1,4v7m,AW,72,1,tRNA,tRNA
71,76.80,RF00005,2.3e-18,1,4wc5,B,73,1,tRNA,tRNA
71,51.00,RF00005,4.2e-11,1,5vpp,XV,75,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6bok,IA,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6qnq,3K,74,1,tRNA,tRNA
71,66.30,RF00005,2.1e-15,1,6tc3,PTR1,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdi,6,74,1,tRNA,tRNA
70,48.60,RF00005,1.8e-10,1,7mrl,A,75,1,tRNA,tRNA
71,55.70,RF00005,2.3e-12,1,7oif,z,85,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pio,7,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v8b,AC,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4w2f,AX,74,1,tRNA,tRNA
71,69.00,RF00005,3.8e-16,1,4wj3,T,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5ibb,2L,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5j4c,1x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5wis,1x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6ope,XV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6oxa,XV,74,1,tRNA,tRNA
71,61.00,RF00005,6.6e-14,1,6t7i,6,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdc,6,74,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pah,7,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7ssl,6,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7toq,PTRN,74,1,tRNA,tRNA
71,77.80,RF00005,1.3e-18,1,8fon,XV,73,1,tRNA,tRNA
71,57.50,RF00005,6.2e-13,2,2z9q,A,72,1,tRNA,tRNA
71,67.00,RF00005,1.4e-15,1,4v5d,CV,73,1,tRNA,tRNA
71,69.20,RF00005,3.3e-16,1,4v9m,AW,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4wt8,C4,74,1,tRNA,tRNA
71,60.10,RF00005,1.3e-13,1,4wzd,2L,82,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,5kps,32,74,1,tRNA,tRNA
71,61.40,RF00005,5e-14,1,6of1,1y,73,1,tRNA,tRNA
71,58.50,RF00005,3.2e-13,2,6sw9,4,73,1,tRNA,tRNA
71,44.60,RF00005,5.3e-07,1,6ydp,BA,11629,11561,tRNA,tRNA
71,42.70,RF00005,1.8e-06,1,6ydp,BA,14091,14159,tRNA,tRNA
71,39.30,RF00005,1.7e-05,1,6ydp,BA,70,1,tRNA,tRNA
71,55.10,RF00005,6.3e-10,1,6ydp,BA,2743,2669,tRNA,tRNA
71,53.70,RF00005,1.5e-09,1,6ydp,BA,3769,3701,tRNA,tRNA
71,50.30,RF00005,1.3e-08,1,6ydp,BA,3767,3839,tRNA,tRNA
71,34.90,RF00005,0.00027,1,6ydp,BA,3910,3841,tRNA,tRNA
71,40.10,RF00005,9.6e-06,1,6ydp,BA,5027,5094,tRNA,tRNA
71,39.40,RF00005,1.5e-05,1,6ydp,BA,5096,5170,tRNA,tRNA
71,54.10,RF00005,1.2e-09,1,6ydp,BA,5268,5333,tRNA,tRNA
71,34.40,RF00005,0.00039,1,6ydp,BA,6883,6951,tRNA,tRNA
71,46.00,RF00005,2.2e-07,1,6ydp,BA,9476,9408,tRNA,tRNA
71,58.10,RF00005,4e-13,1,1jgq,D,71,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,3jce,6,73,1,tRNA,tRNA
71,58.70,RF00005,2.8e-13,5,4tzz,K,68,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v5e,AW,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v87,CD,74,1,tRNA,tRNA
71,63.30,RF00005,1.5e-14,2,4x0a,B,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6gxm,x,74,1,tRNA,tRNA
71,61.40,RF00005,5e-14,1,6of1,2y,73,1,tRNA,tRNA
71,72.90,RF00005,3.1e-17,1,6wb0,D,73,1,tRNA,tRNA
71,71.60,RF00005,7.3e-17,1,7kab,C,74,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pi8,7,73,1,tRNA,tRNA
71,62.60,RF00005,2.8e-14,1,7zta,ETR1,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,8cvm,C,74,1,tRNA,tRNA
71,61.30,RF00005,5.4e-14,1,3jaj,3,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v5r,CV,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v7l,CX,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4wro,2L,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5hd1,1x,74,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,5me1,X,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5w4k,2y,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6qnr,3L,73,1,tRNA,tRNA
71,62.80,RF00005,2e-14,1,6xii,A,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,7azo,PSIB,73,1,tRNA,tRNA
71,55.70,RF00005,2.3e-12,1,7oig,z,85,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7paq,8,73,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pip,7,73,1,tRNA,tRNA
71,63.20,RF00005,1.6e-14,1,7ssn,5,74,1,tRNA,tRNA
71,51.60,RF00005,2.7e-11,1,7zrs,6,72,1,tRNA,tRNA
71,57.90,RF00005,5.7e-13,1,7zrz,ZN1,86,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4lfz,XV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v8b,CC,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5uyl,W,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6cae,1x,74,1,tRNA,tRNA
71,37.00,RF00005,3.4e-07,1,6ole,v,73,2,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6ord,XV,74,1,tRNA,tRNA
71,55.50,RF00005,2.3e-12,2,6ore,5,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6ztj,AX,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,7chd,J,74,1,tRNA,tRNA
71,54.60,RF00005,3.8e-12,2,1gtr,B,71,1,tRNA,tRNA
71,63.20,RF00005,1.6e-14,1,2cv2,C,72,1,tRNA,tRNA
71,60.10,RF00005,1.1e-13,1,4v68,AY,69,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4wt1,1K,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5hcp,1x,74,1,tRNA,tRNA
71,66.00,RF00005,2.6e-15,1,5l4o,A,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6bz7,QW,74,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,6gxo,x,74,1,tRNA,tRNA
71,58.80,RF00005,2.6e-13,1,6nwy,XV,74,1,tRNA,tRNA
71,64.90,RF00005,5.2e-15,2,7kju,A,73,1,tRNA,tRNA
71,63.70,RF00005,1.2e-14,1,7p7s,D,74,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pas,8,73,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pir,6,73,1,tRNA,tRNA
71,56.80,RF00005,9.4e-13,1,8agx,y,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,1vvj,XV,74,1,tRNA,tRNA
71,49.80,RF00005,9.6e-11,2,3eq4,Y,69,1,tRNA,tRNA
71,56.10,RF00005,1.7e-12,1,3j5y,D,85,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4l47,QV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4lnt,QV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v69,AV,74,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzw,3,72,1,tRNA,tRNA
71,59.90,RF00005,1.3e-13,1,6of6,XW,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6ope,QV,74,1,tRNA,tRNA
71,67.70,RF00005,8.8e-16,1,6sgc,23,73,1,tRNA,tRNA
71,57.00,RF00005,8.7e-13,2,6xz7,f,73,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pak,7,73,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,7syw,i,72,1,tRNA,tRNA
71,64.20,RF00005,8.1e-15,1,8aw3,1,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,3j0o,Y,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v4y,AB,73,1,tRNA,tRNA
71,61.40,RF00005,5e-14,1,4v77,A1,73,1,tRNA,tRNA
71,60.10,RF00005,1.3e-13,1,4v8d,CD,82,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4wqf,DW,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4wzo,2L,74,1,tRNA,tRNA
71,59.60,RF00005,1.8e-13,1,5onh,E,84,1,tRNA,tRNA
71,61.30,RF00005,5.4e-14,1,6frk,2,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6gwt,x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6oxa,QV,74,1,tRNA,tRNA
71,66.70,RF00005,1.7e-15,1,6vwl,5,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdi,5,74,1,tRNA,tRNA
71,64.30,RF00005,7.9e-15,1,7b5k,9,73,1,tRNA,tRNA
71,68.10,RF00005,6.7e-16,1,7o7z,AT,73,1,tRNA,tRNA
71,61.60,RF00005,4.4e-14,1,7xjz,B,71,1,tRNA,tRNA
71,48.20,RF00005,2.3e-10,2,1euq,B,69,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v5f,AV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v7p,AW,74,1,tRNA,tRNA
68,45.60,RF00005,1.2e-09,3,5hr6,C,68,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5imq,4,74,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzs,3,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6wdl,7,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,7azo,ESIB,73,1,tRNA,tRNA
71,55.30,RF00005,2.5e-12,1,7lj3,A,72,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7piq,6,73,1,tRNA,tRNA
71,69.60,RF00005,2.6e-16,1,7pjz,w,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7tor,ETRN,74,1,tRNA,tRNA
71,70.50,RF00005,1.4e-16,1,7u2j,2y,71,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,3j78,PT,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4lsk,QV,74,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,4v4p,BC,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v6z,A3,74,1,tRNA,tRNA
71,65.60,RF00005,3.3e-15,1,4v8z,CW,73,1,tRNA,tRNA
71,58.00,RF00005,4.6e-13,1,5mdy,5,74,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,6gqb,AX,73,1,tRNA,tRNA
71,58.40,RF00005,3.4e-13,1,6w6l,u,73,1,tRNA,tRNA
71,72.90,RF00005,3.1e-17,1,6wb2,D,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6wdd,7,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdf,5,74,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,2fmt,D,74,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,3qsy,D,74,1,tRNA,tRNA
71,76.80,RF00005,2.3e-18,1,3wfr,A,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4w2h,AX,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5doy,2x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5j4c,2x,74,1,tRNA,tRNA
71,70.70,RF00005,1.3e-16,1,5wt1,F,74,1,tRNA,tRNA
70,54.20,RF00005,5e-12,1,6ahu,T,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6az1,2,73,1,tRNA,tRNA
71,69.60,RF00005,2.4e-16,1,6rfl,U,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6wdc,7,73,1,tRNA,tRNA
71,53.10,RF00005,1e-11,1,1asy,S,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,1vy4,AW,73,1,tRNA,tRNA
71,71.50,RF00005,7.6e-17,1,3a2k,C,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4w2f,AY,73,1,tRNA,tRNA
71,76.80,RF00005,2.4e-18,1,4wc2,B,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5aa0,BE,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5kpv,31,74,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzv,3,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5u4i,x,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5wit,2w,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdc,5,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdl,5,74,1,tRNA,tRNA
71,61.60,RF00005,4.3e-14,1,6woo,3,73,1,tRNA,tRNA
71,69.60,RF00005,2.6e-16,1,6yss,w,73,1,tRNA,tRNA
71,64.20,RF00005,9.4e-15,1,6zmo,CB,84,1,tRNA,tRNA
71,62.90,RF00005,1.9e-14,1,7d80,X,73,1,tRNA,tRNA
71,63.70,RF00005,1.1e-14,1,7p7q,D,74,1,tRNA,tRNA
71,70.50,RF00005,1.4e-16,1,7u2h,2y,71,1,tRNA,tRNA
71,77.80,RF00005,1.3e-18,1,8fom,QV,73,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,4v49,AV,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4z8c,2x,74,1,tRNA,tRNA
71,78.50,RF00005,8.3e-19,1,5el5,1L,73,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzz,3,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6wdm,5,74,1,tRNA,tRNA
71,34.40,RF00005,1.6e-06,1,6zm6,w,65,1,tRNA,tRNA
71,52.30,RF00005,1.8e-11,1,7a5g,j,73,1,tRNA,tRNA
71,54.40,RF00005,4.6e-12,1,7b7d,Sm,72,1,tRNA,tRNA
71,39.30,RF00005,7.5e-08,1,7nsi,BB,70,1,tRNA,tRNA
71,57.00,RF00005,8.6e-13,2,8eiu,Y,73,1,tRNA,tRNA
71,61.60,RF00005,4.4e-14,1,8h1c,D,71,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,3j0o,W,73,1,tRNA,tRNA
71,52.30,RF00005,1.8e-11,1,5lzz,2,73,1,tRNA,tRNA
71,59.60,RF00005,1.8e-13,1,5omw,E,84,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5wit,1w,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6bu8,W,74,1,tRNA,tRNA
71,52.30,RF00005,1.8e-11,1,6mtb,2,73,1,tRNA,tRNA
71,58.80,RF00005,2.6e-13,1,6nuo,XV,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6oxa,QW,74,1,tRNA,tRNA
71,61.70,RF00005,4.2e-14,1,6q9a,7,73,1,tRNA,tRNA
71,58.80,RF00005,2.6e-13,1,6szs,x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7k53,5,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7k54,6,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7k55,6,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7rq8,2x,74,1,tRNA,tRNA
71,55.40,RF00005,2.3e-12,1,8agv,y,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,1vy4,AX,74,1,tRNA,tRNA
71,63.20,RF00005,1.6e-14,1,2cv1,D,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,2zm5,D,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,3deg,B,74,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,3izy,N,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v67,AZ,74,1,tRNA,tRNA
71,60.10,RF00005,1.3e-13,1,4wq1,1K,82,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4y4p,2y,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5j4b,2x,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6oxa,XW,74,1,tRNA,tRNA
71,64.10,RF00005,9e-15,1,6t83,8,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,7lh5,AV,74,1,tRNA,tRNA
71,60.60,RF00005,8.5e-14,1,7vnv,A,75,1,tRNA,tRNA
71,56.80,RF00005,9.4e-13,1,8aaf,y,73,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,1fcw,D,73,1,tRNA,tRNA
71,58.10,RF00005,4.2e-13,1,2d6f,E,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,2zxu,D,73,1,tRNA,tRNA
71,58.70,RF00005,2.8e-13,5,4tzp,B,68,1,tRNA,tRNA
71,58.10,RF00005,4e-13,1,4v42,AD,71,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,4v6x,BC,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v7k,Aw,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5doy,1w,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5kpv,30,73,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzy,3,72,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6cae,2x,74,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,6gqv,AY,73,1,tRNA,tRNA
71,72.90,RF00005,3.1e-17,1,6wb1,D,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,6ztp,AW,74,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,7ls2,n2,72,1,tRNA,tRNA
71,78.50,RF00005,8.3e-19,1,7n2u,Pt,73,1,tRNA,tRNA
71,66.40,RF00005,2.1e-15,1,7nsp,v,74,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7pal,7,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,7qgh,u,73,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,7syx,i,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,7ug7,Pt,73,1,tRNA,tRNA
71,76.80,RF00005,2.3e-18,1,3wfq,A,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v5g,CW,73,1,tRNA,tRNA
71,70.40,RF00005,1.6e-16,1,4v8n,CY,75,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4wsd,1L,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,5afi,v,74,1,tRNA,tRNA
71,59.60,RF00005,1.8e-13,1,5on3,B,84,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5wit,1x,74,1,tRNA,tRNA
71,62.10,RF00005,3.2e-14,1,6fyy,1,72,1,tRNA,tRNA
71,55.50,RF00005,2.3e-12,2,6orl,5,73,1,tRNA,tRNA
71,62.80,RF00005,2e-14,1,6vys,B,73,1,tRNA,tRNA
71,37.00,RF00005,3.4e-07,1,6w6l,v,73,2,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6y57,D4,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6ztm,AX,73,1,tRNA,tRNA
71,57.60,RF00005,5.9e-13,1,7b5k,x,74,1,tRNA,tRNA
71,69.30,RF00005,3e-16,1,7qh4,y,74,1,tRNA,tRNA
71,65.10,RF00005,4.4e-15,1,7qi4,Ay,67,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,8cvk,2x,74,1,tRNA,tRNA
71,68.80,RF00005,4.1e-16,1,2ct8,D,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v7c,AW,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v7j,Bv,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v97,AW,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4woi,DW,73,1,tRNA,tRNA
71,62.80,RF00005,2e-14,1,5h5u,5,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5uq7,y,74,1,tRNA,tRNA
71,52.50,RF00005,1.5e-11,1,5zlu,DD,74,1,tRNA,tRNA
71,60.40,RF00005,9.5e-14,1,6xa1,Bv,73,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,4v7h,A7,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4w2i,AW,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4wro,3K,73,1,tRNA,tRNA
71,78.50,RF00005,8.3e-19,1,5el7,1L,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,5uyp,W,74,1,tRNA,tRNA
71,72.90,RF00005,3e-17,1,6b19,D,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6uo1,2y,73,1,tRNA,tRNA
71,59.80,RF00005,1.4e-13,2,7nhn,D,73,1,tRNA,tRNA
71,68.30,RF00005,5.8e-16,1,7paj,6,73,1,tRNA,tRNA
71,70.50,RF00005,1.4e-16,1,7u2i,1w,71,1,tRNA,tRNA
71,55.70,RF00005,2e-12,1,8btr,v,72,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,1fcw,B,73,1,tRNA,tRNA
69,50.20,RF00005,6e-11,2,3epj,E,69,1,tRNA,tRNA
71,62.00,RF00005,3.3e-14,1,3j81,1,72,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,4v6n,BD,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v9b,CD,74,1,tRNA,tRNA
71,38.40,RF00005,1.3e-07,1,5v6x,C,69,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6boh,IA,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6bz7,XV,74,1,tRNA,tRNA
71,65.10,RF00005,4.5e-15,1,6hcj,q3,71,1,tRNA,tRNA
71,59.00,RF00005,2.5e-13,1,6k0b,V,82,1,tRNA,tRNA
71,58.80,RF00005,2.6e-13,1,6nwy,QV,74,1,tRNA,tRNA
71,69.20,RF00005,3.3e-16,1,6q97,8,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6qnr,3K,73,1,tRNA,tRNA
71,66.00,RF00005,2.6e-15,1,6ugg,B,74,1,tRNA,tRNA
71,43.20,RF00005,5.9e-09,1,7a5f,24,70,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,7pjx,v,74,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,7sys,i,72,1,tRNA,tRNA
71,55.40,RF00005,2.3e-12,1,7zw0,sn,73,1,tRNA,tRNA
71,64.60,RF00005,6e-15,1,8apn,C1,73,1,tRNA,tRNA
71,53.10,RF00005,1e-11,1,1il2,D,72,1,tRNA,tRNA
71,59.80,RF00005,1.4e-13,1,2deu,D,73,1,tRNA,tRNA
71,53.10,RF00005,1e-11,1,2tra,A,72,1,tRNA,tRNA
71,73.50,RF00005,2.1e-17,1,3b0v,A,73,1,tRNA,tRNA
69,50.20,RF00005,6e-11,2,3eph,E,69,1,tRNA,tRNA
71,60.10,RF00005,1.3e-13,1,4wu1,2K,82,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5doy,2w,73,1,tRNA,tRNA
71,60.80,RF00005,7.4e-14,1,5wfs,v,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6boh,IB,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6bu8,Y,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6cfj,2x,74,1,tRNA,tRNA
71,72.70,RF00005,3.5e-17,1,6gsj,3L,73,1,tRNA,tRNA
71,56.50,RF00005,1.1e-12,1,6hcq,33,72,1,tRNA,tRNA
71,62.80,RF00005,2e-14,1,6vyq,B,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,6wda,7,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,6xhw,2x,74,1,tRNA,tRNA
71,43.20,RF00005,5.9e-09,1,7a5k,FE,70,1,tRNA,tRNA
71,62.40,RF00005,2.7e-14,1,7aqc,T,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,7jql,2x,74,1,tRNA,tRNA
71,55.30,RF00005,2.5e-12,1,7lj3,B,72,1,tRNA,tRNA
71,47.00,RF00005,1e-09,1,7lyg,A,139,1,tRNA,tRNA
71,51.00,RF00005,4.1e-11,1,7tm3,q,74,1,tRNA,tRNA
71,65.60,RF00005,3.4e-15,1,1tn1,A,73,1,tRNA,tRNA
71,60.40,RF00005,9.5e-14,1,2zzn,C,72,1,tRNA,tRNA
71,67.00,RF00005,1.4e-15,1,4v5c,AY,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v5p,AW,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v63,CZ,74,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v9d,AV,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,4v9h,AV,73,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4v9q,DW,74,1,tRNA,tRNA
71,60.90,RF00005,7.2e-14,1,4w4g,QV,74,1,tRNA,tRNA
71,69.10,RF00005,3.4e-16,1,5lzu,3,72,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5wdt,y,73,1,tRNA,tRNA
71,67.00,RF00005,1.3e-15,1,5wfk,y,73,1,tRNA,tRNA
